date,portfolio_return,turnover,cum_return
2024-01-04,0.0821789085331924,0.5000000000000001,0.08317890853319243
2024-01-05,-0.003028920136158882,0.9500000000000005,0.08098122503460692
2024-01-08,0.027421045243804378,0.8500000000000004,0.11170384133901856
2024-01-11,0.05527575198881546,0.9000000000000005,0.17426581099922678
2024-01-12,0.08799262391034138,0.9000000000000005,0.27876680668825293
2024-01-15,0.0632341830654854,1.0000000000000004,0.3609073478471323
2024-01-18,0.21120282179971614,0.9000000000000005,0.6496957272682615
2024-01-19,0.20045524069450102,0.9000000000000005,0.9820355770777789
2024-01-22,0.21370511881939963,0.9000000000000005,1.4075887611585407
2024-01-25,0.14999976140351426,0.9500000000000005,1.7711340896512628
2024-01-26,0.06574036903171405,0.8500000000000004,1.9560806014309513
2024-01-29,0.18668530299041491,0.9000000000000005,2.5108934847746074
