date,model_version,portfolio_return,turnover,num_holdings,cum_return
2023-01-02,v1,0.5106086373900998,0.5,20,0.5106086373900998
2023-01-05,v1,0.4985593728381702,0.15000000000000002,20,1.263736732251231
2023-01-06,v1,0.46967371465072205,0.05,20,2.326954372278953
2023-01-09,v1,0.3948455338090414,0.0,20,3.640587447359761
2023-01-12,v1,0.4044672648799166,0.15000000000000002,20,5.517553159629437
2023-01-13,v1,0.3471453168123702,0.0,20,7.780091216070462
2023-01-16,v1,0.49651207744822673,0.05,20,12.139512545946534
2023-01-19,v1,0.41321615756395397,0.25,20,17.568971432445927
2023-01-20,v1,0.37046845652214233,0.2,20,24.448189618227925
2023-01-26,v1,0.3606294241619796,0.15000000000000002,20,33.62555558621433
2023-01-27,v1,0.37968647844829967,0.05,20,46.7724108510599
2023-01-30,v1,0.40778050495470264,0.05,20,66.25306867080863
2023-02-02,v1,0.42094032211459365,0.1,20,94.5625970602937
2023-02-03,v1,0.41256548422642075,0.05,20,133.9884261904081
2023-02-06,v1,0.45833439983793944,0.05,20,195.85826549345677
2023-02-09,v1,0.4327735500905427,0.1,20,281.05331591572667
2023-02-10,v1,0.5283809660854496,0.0,20,430.08491946688287
2023-02-13,v1,0.49332567849520387,0.05,20,642.7501798519331
2023-02-16,v1,0.44851568868700775,0.05,20,931.482235110608
2023-02-17,v1,0.5021752214740112,0.0,20,1399.7517080478585
2023-02-20,v1,0.45794661314987567,0.05,20,2041.2212086122788
2023-02-23,v1,0.4137504989053724,0.1,20,2886.191252550742
2023-02-24,v1,0.3852279504813153,0.05,20,3998.418021418446
2023-02-27,v1,0.398641029612774,0.05,20,5592.750139328579
2023-03-03,v1,0.4091166788978627,0.15000000000000002,20,7881.246618915144
2023-03-09,v1,0.3684009833484555,0.05,20,10785.074024318521
2023-03-10,v1,0.39579748255554115,0.1,20,15054.174969801508
2023-03-13,v1,0.36236415864813665,0.05,20,20509.63078103412
2023-03-16,v1,0.27933038348906886,0.15000000000000002,20,26238.87314270308
2023-03-17,v1,0.29259007869293974,0.05,20,33916.39969041933
2023-03-20,v1,0.3478794202713072,0.05,20,45715.56503183262
2023-03-23,v1,0.3644067856478315,0.0,20,62374.9915459428
2023-03-24,v1,0.3538303428158568,0.05,20,84445.51001812273
2023-03-27,v1,0.36440881521087476,0.05,20,115218.56268252012
2023-03-31,v1,0.3453662935106782,0.1,20,155011.51598610336
2023-04-03,v1,0.3810035993272306,0.15000000000000002,20,214071.84251757863
2023-04-06,v1,0.34287026236976026,0.05,20,287471.0541978211
2023-04-10,v1,0.3870012829784726,0.05,20,398723.10799283494
2023-04-13,v1,0.34164562909991886,0.05,20,534945.456705351
2023-04-14,v1,0.33972842989104,0.05,20,716681.9765176352
2023-04-17,v1,0.4504931536117862,0.05,20,1039542.7507489463
2023-04-20,v1,0.4837696196955489,0.0,20,1542442.4357056485
2023-04-21,v1,0.5392608657209043,0.05,20,2374221.8181698024
2023-04-24,v1,0.5436005995302,0.05,20,3664850.765545188
2023-04-27,v1,0.5735669443519985,0.1,20,5766888.594211968
2023-04-28,v1,0.5586568366001359,0.05,20,8988600.891936667
2023-05-04,v1,0.6485909855072726,0.15000000000000002,20,14818527.051360406
2023-05-08,v1,0.6237744432975002,0.1,20,24061946.13708613
2023-05-11,v1,0.5411042164992099,0.05,20,37081967.19014453
2023-05-12,v1,0.6076525253262556,0.05,20,59614918.80495374
2023-05-15,v1,0.8031282374129309,0.05,20,107493344.27141947
2023-05-18,v1,0.7084302332968442,0.2,20,183644879.93990937
2023-05-19,v1,0.7266289357637136,0.05,20,317086564.3357296
2023-05-22,v1,0.7592146692129667,0.05,20,557823336.1489713
2023-05-25,v1,0.7383765783808546,0.1,20,969707023.1740185
2023-05-26,v1,0.7355787407129315,0.1,20,1683002894.8764272
2023-06-01,v1,0.7583916987493644,0.15000000000000002,20,2959378320.0802503
2023-06-02,v1,0.8786763416808199,0.05,20,5559714036.896571
2023-06-05,v1,0.8089307362506446,0.05,20,10057137606.915289
2023-06-08,v1,0.7310775321659204,0.05,20,17409684949.963066
2023-06-09,v1,0.6969907689767167,0.05,20,29544074651.577187
2023-06-12,v1,0.9010572477814331,0.05,20,56164977246.27759
2023-06-15,v1,0.8165126618593759,0.1,20,102024392321.7235
2023-06-19,v1,0.8554336055893248,0.05,20,189299486104.41068
2023-06-22,v1,0.7106609933663506,0.1,20,323827246943.82153
2023-06-23,v1,0.8120589940262548,0.05,20,586794075336.1249
2023-06-26,v1,0.7485482088045727,0.05,20,1026037729366.8652
2023-06-29,v1,0.7227315244839577,0.05,20,1767587541690.9607
2023-06-30,v1,0.7060933728631584,0.05,20,3015669390835.1357
2023-07-03,v1,0.6398173864094564,0.1,20,4945147098754.909
2023-07-06,v1,0.6659588800367979,0.15000000000000002,20,8238411722259.615
2023-07-07,v1,0.6967833566369526,0.15000000000000002,20,13978799895453.584
2023-07-10,v1,0.7448352827859845,0.0,20,24390703268593.19
2023-07-13,v1,0.6122097916129572,0.15000000000000002,20,39322930633952.72
2023-07-14,v1,0.5603951707691246,0.15000000000000002,20,61359311061709.66
2023-07-17,v1,0.531990918336175,0.15000000000000002,20,94001907301904.14
2023-07-20,v1,0.4125311318390012,0.2,20,132780620516183.94
2023-07-21,v1,0.3852588729424369,0.1,20,183935532724846.75
2023-07-24,v1,0.3017712246961796,0.15000000000000002,20,239441983700368.28
2023-07-27,v1,0.32837398291258296,0.15000000000000002,20,318068501564548.3
2023-07-28,v1,0.251881045114387,0.05,20,398183928156594.0
2023-08-07,v1,0.1631056875591484,0.35000000000000003,20,463129991533577.94
2023-08-11,v1,0.05161907405470075,0.2,20,487036332863502.6
2023-08-14,v1,0.09462919684501768,0.1,20,533124189876718.7
2023-08-17,v1,0.09670117795912742,0.2,20,584677927036303.0
2023-08-18,v1,0.11139822507352118,0.05,20,649810010347813.0
2023-08-21,v1,0.06596762626803054,0.1,20,692676434255662.6
2023-08-24,v1,0.030079375076124515,0.15000000000000002,20,713511708528031.2
2023-08-25,v1,0.08427327165170485,0.15000000000000002,20,773641674567486.2
2023-08-28,v1,0.07013240714629379,0.1,20,827899027473593.9
2023-08-31,v1,0.04164736614660037,0.2,20,862378841403201.0
2023-09-01,v1,0.0117012399646708,0.15000000000000002,20,872469743166914.6
2023-09-04,v1,0.07383013127365948,0.1,20,936884298837224.0
2023-09-07,v1,0.12375515629271024,0.15000000000000002,20,1052828561668011.0
2023-09-08,v1,0.10095321238936768,0.1,20,1159114987063674.2
2023-09-11,v1,0.11627711945922188,0.1,20,1293893538881451.5
2023-09-14,v1,0.04952926770646873,0.25,20,1357979138352381.2
2023-09-15,v1,0.06784706099249392,0.1,20,1450114031778709.8
2023-09-18,v1,0.10465564219588945,0.0,20,1601876647031781.2
2023-09-21,v1,0.15049517142528704,0.1,20,1842951347628993.5
