date,portfolio_return,turnover,cum_return
2024-01-04,0.08891425339566753,0.5000000000000001,0.0909142533956675
2024-01-05,0.026372593898324602,0.8500000000000004,0.12186632048515667
2024-01-08,0.11249810769056676,0.8500000000000004,0.25031789126248594
2024-01-11,0.11751852174074648,0.9000000000000005,0.3997540373321855
2024-01-12,0.20613061985395403,0.8500000000000004,0.6910857127652081
2024-01-15,0.024962014425735826,0.9500000000000005,0.7366807901479395
2024-01-18,0.14028437992244586,0.8500000000000004,0.9837833394973623
2024-01-19,0.12436102515425435,0.8500000000000004,1.2344562359601792
2024-01-22,0.16323232701267026,0.9000000000000005,1.603660639435852
2024-01-25,0.22861536386392087,0.9000000000000005,2.2041047851775195
2024-01-26,0.20063847576314847,0.9000000000000005,2.8533796950313026
2024-01-29,0.07550816119749898,0.9500000000000005,3.1520480695889583
