date,portfolio_return,turnover,cum_return
2024-01-04,-0.03496559904675561,0.5000000000000001,-0.03296559904675567
2024-01-05,0.10862525888220882,0.9500000000000005,0.0740128319066986
2024-01-08,0.11587660403021631,0.8500000000000004,0.20061381721673577
2024-01-11,0.014846539617916306,0.9000000000000005,0.22084000545429516
2024-01-12,0.014166869123834426,0.9000000000000005,0.240577166043616
2024-01-15,0.054397455584840014,0.8500000000000004,0.3105425616651276
2024-01-18,0.21000332609914865,0.9500000000000005,0.5883819437326334
2024-01-19,0.042238040495011495,0.9000000000000005,0.6586488484810229
2024-01-22,0.24621806472038923,0.9500000000000005,1.0703554557016846
2024-01-25,0.2232823548413875,0.9000000000000005,1.536770008120874
2024-01-26,0.06734042550735844,0.9500000000000005,1.7126707198982802
2024-01-29,0.2001399448617303,0.9500000000000005,2.261009829646549
