date,portfolio_return,turnover,cum_return
2024-01-04,0.03230141942927102,0.5000000000000001,0.032301419429271006
2024-01-05,0.01201438013591807,0.7500000000000003,0.04470388109714207
2024-01-08,0.12649382143195087,0.8500000000000004,0.17685246728191006
2024-01-11,0.1624065226116756,0.9500000000000005,0.3679809841201358
2024-01-12,0.11438719832986707,0.8500000000000004,0.5244604962621724
2024-01-15,0.09321940407526577,0.9000000000000005,0.6665697952600163
2024-01-18,0.1369108338210815,0.9000000000000005,0.894741255550094
2024-01-19,0.25895083671057617,0.9000000000000005,1.3853860890248386
2024-01-22,0.22201279918545547,0.9500000000000005,1.9149723317872893
2024-01-25,0.12528949109622972,0.8000000000000004,2.280187731796509
2024-01-26,0.17991719808576206,0.8500000000000004,2.870349917696628
2024-01-29,0.07703567705953923,0.9500000000000005,3.16850494406372
