date,portfolio_return,turnover,cum_return
2024-01-04,-0.053507605759648205,0.5000000000000001,-0.05350760575964819
2024-01-05,0.0998211265347094,0.9500000000000005,0.04097233128995792
2024-01-08,0.06311383242800542,0.9000000000000005,0.10667208456918242
2024-01-11,0.04522371273019146,0.9500000000000005,0.15671990500826127
2024-01-12,0.11690295591658281,0.9000000000000005,0.291943881071276
2024-01-15,0.20835378424625067,1.0000000000000004,0.5611252777262643
2024-01-18,0.12417511585176726,0.8500000000000004,0.7549781899470454
2024-01-19,0.24328074790382237,0.9000000000000005,1.181930596552259
2024-01-22,0.24853535050738715,0.9500000000000005,1.7242174821491671
2024-01-25,0.13988548874861545,0.8000000000000004,2.1052959760971257
2024-01-26,0.06055921628087239,0.8000000000000004,2.293350266729714
2024-01-29,0.14155033114562005,0.8000000000000004,2.7595250875638215
